order_id,order_date,customer_id,region,last_touch_channel,device_type,shipping_cost,order_total,is_returned,returned_amount
28596,2023-07-12,9000,South,Direct,Desktop,5.13,968.94,False,0.0
28597,2023-04-03,14696,West,Paid Search,Desktop,5.15,288.39,True,238.03
28598,2024-01-11,7373,West,Social,Desktop,10.22,364.63,False,0.0
28599,2024-04-20,11378,West,Email,Desktop,6.69,569.97,False,0.0
28600,2023-04-12,7807,South,Referral,Tablet,3.86,195.87,False,0.0
28601,2023-05-13,6935,Northeast,Paid Search,Desktop,6.21,432.51,False,0.0
28602,2025-05-24,5860,South,Paid Search,Mobile,7.82,532.3,False,0.0
28603,2023-10-09,911,Northeast,Paid Search,Mobile,7.38,87.12,True,53.53
28604,2023-03-25,11966,West,Email,Desktop,9.57,622.56,False,0.0
28605,2023-06-02,12558,South,Email,Tablet,7.31,312.39,False,0.0
28606,2025-02-14,3634,Midwest,Paid Search,Mobile,11.51,219.42,False,0.0
28607,2025-05-18,5863,Northeast,Display,Desktop,5.02,218.03,False,0.0
28608,2025-03-26,11208,Midwest,Organic Search,Desktop,3.32,205.88,False,0.0
28609,2023-04-15,14586,South,Organic Search,Mobile,6.85,120.89,False,0.0
28610,2024-11-02,7101,Midwest,Organic Search,Mobile,4.06,33.56,False,0.0
28611,2024-03-26,7483,Midwest,Organic Search,Mobile,4.08,215.13,False,0.0
28612,2023-09-21,14828,South,Referral,Desktop,6.83,370.3,False,0.0
28613,2023-08-01,8908,Midwest,Display,Desktop,7.89,230.67,False,0.0
28614,2023-09-21,11655,South,Display,Desktop,6.18,53.4,False,0.0
28615,2024-11-18,12062,Northeast,Social,Desktop,5.81,675.66,False,0.0
28616,2024-06-25,6801,west  ,Direct,Mobile,7.55,40.0,True,11.68
28617,2023-02-11,13283,South,Referral,Mobile,14.22,514.89,False,0.0
28618,2023-11-16,7602,South,Paid Search,Desktop,7.87,118.13,False,0.0
28619,2023-06-04,1364,West,Paid Search,Mobile,6.11,35.97,False,0.0
28620,2024-11-21,10292,South,Organic Search,Tablet,2.41,500.83,False,0.0
28621,2025-06-10,3188,South,Paid Search,Mobile,7.35,133.28,False,0.0
28622,2025-05-30,8295,West,Organic Search,Mobile,4.96,113.14,False,0.0
28623,2023-09-12,359,south ,Direct,Mobile,7.96,25.24,False,0.0
28624,2023-05-05,10126,Midwest,Paid Search,Mobile,6.33,480.99,False,0.0
28625,2023-07-16,2979,West,Email,Mobile,0.0,570.6,False,0.0
28626,2025-04-10,4716,West,Email,Mobile,6.26,195.2,False,0.0
28627,2024-10-07,14600,South,Display,Tablet,9.05,216.37,False,0.0
28628,2024-11-27,11432,Midwest,Email,Mobile,9.94,352.7,True,168.48
28629,2023-09-29,2358,West,Email,Desktop,0.0,67.62,False,0.0
28630,2024-09-28,8872,Northeast,Paid Search,Desktop,3.76,295.8,False,0.0
28631,2024-05-18,1078,Northeast,Social,Desktop,11.08,56.81,False,0.0
28632,2024-04-15,1378,West,Social,Mobile,4.25,101.42,False,0.0
28633,2023-12-03,13141,Northeast,Direct,Desktop,6.83,483.29,False,0.0
28634,2023-11-27,8152,Midwest,Referral,Mobile,9.9,408.85,False,0.0
28635,2023-10-08,5433,Northeast,Referral,Tablet,8.48,44.74,False,0.0
28636,2025-05-03,377,Midwest,Display,Desktop,8.54,111.35,False,0.0
28637,2023-08-13,9057,West,Referral,Tablet,5.33,225.13,False,0.0
28638,2023-03-21,146,Northeast,Display,Mobile,0.0,375.19,False,0.0
28639,2023-01-14,14265,Midwest,Direct,Desktop,6.43,130.59,False,0.0
28640,2024-11-05,2848,Midwest,Email,Desktop,0.0,54.32,False,0.0
28641,2024-04-01,11595,West,Social,Desktop,4.14,463.78,False,0.0
28642,2025-02-15,6537,West,Paid Search,Desktop,0.0,177.52,False,0.0
28643,2025-05-20,12874,Midwest,Email,Desktop,6.16,269.48,False,0.0
28644,2023-07-24,12674,West,Email,Mobile,5.49,139.24,False,0.0
28645,2023-12-15,12013,Northeast,Social,Mobile,4.4,288.24,False,0.0
28646,2024-04-05,12875,West,Social,Mobile,6.47,109.75,False,0.0
28647,2023-02-28,10344,West,Paid Search,Desktop,8.48,191.46,False,0.0
28648,2023-08-13,11067,South,Social,Desktop,6.45,755.97,False,0.0
28649,2024-12-22,2247,Northeast,Social,Desktop,0.0,118.15,False,0.0
28650,2024-04-09,305,south ,Organic Search,Desktop,8.78,227.66,True,97.62
28651,2023-02-08,12468,Northeast,Display,Mobile,0.0,30.18,False,0.0
28652,2024-10-28,3465,Midwest,Paid Search,Desktop,5.35,46.95,False,0.0
28653,2023-06-05,11617,Midwest,Paid Search,Mobile,7.65,102.92,False,0.0
28654,2025-04-13,494,Northeast,Organic Search,Desktop,0.0,149.2,False,0.0
28655,2023-09-30,11823,Northeast,Social,Mobile,10.12,34.64,False,0.0
28656,2024-11-26,12273,South,Social,Mobile,10.91,113.81,False,0.0
28657,2024-03-04,14274,Northeast,Direct,Desktop,2.95,715.32,False,0.0
28658,2024-04-07,6093,Northeast,Organic Search,Desktop,7.24,251.61,False,0.0
28659,2024-12-07,14633,Midwest,Organic Search,,2.93,39.12,False,0.0
28660,2024-05-18,7414,South,Paid Search,Mobile,10.12,355.48,False,0.0
28661,2023-07-16,380,South,Paid Search,Desktop,6.58,374.44,False,0.0
28662,2024-06-22,12274,Northeast,Paid Search,Mobile,4.81,98.52,True,82.06
28663,2023-10-24,4768,Midwest,Paid Search,Mobile,5.73,94.11,False,0.0
28664,2023-09-27,7199,Midwest,Organic Search,Mobile,6.84,105.55,False,0.0
28665,2023-12-12,12849,Midwest,Direct,Mobile,8.78,117.45,False,0.0
28666,2024-03-02,10647,West,Social,Mobile,1.16,155.01,False,0.0
28667,2025-01-13,210,Midwest,Paid Search,Mobile,7.13,124.79,True,31.88
28668,2023-08-23,10360,Northeast,Paid Search,Mobile,7.77,414.01,False,0.0
28669,2024-12-12,1366,Northeast,Display,Desktop,8.23,31.65,False,0.0
28670,2023-03-18,5404,West,Paid Search,Desktop,8.22,549.92,False,0.0
28671,2024-08-24,14944,West,Referral,Tablet,7.59,672.71,False,0.0
28672,2024-01-25,6522,South,Organic Search,Desktop,7.84,34.43,False,0.0
28673,2023-12-07,5819,South,Paid Search,Tablet,4.94,90.81,False,0.0
28674,2024-07-22,831,Midwest,Referral,Mobile,3.93,355.17,False,0.0
28675,2024-03-18,13237,South,Display,Desktop,5.8,812.59,False,0.0
28676,2023-10-27,4596,West,Organic Search,Desktop,7.9,46.59,False,0.0
28677,2025-02-27,8549,Midwest,Paid Search,,9.44,547.48,False,0.0
28678,2023-11-11,13721,West,Organic Search,,9.35,546.47,False,0.0
28679,2023-01-22,13552,West,Paid Search,Desktop,7.07,499.19,False,0.0
28680,2023-07-14,13161,South,Social,Tablet,1.5,126.68,False,0.0
28681,2023-05-29,355,West,Direct,Desktop,8.64,260.19,False,0.0
28682,2023-11-29,12326,Northeast,Organic Search,Mobile,10.82,432.74,False,0.0
28683,2024-11-13,13284,South,Organic Search,Mobile,6.47,27.58,False,0.0
28684,2023-01-10,6011,South,Social,Mobile,5.25,385.1,False,0.0
28685,2025-05-20,10229,Northeast,Organic Search,Mobile,11.63,139.61,False,0.0
28686,2023-05-01,13321,Northeast,Paid Search,Desktop,11.56,523.62,False,0.0
28687,2024-05-26,4164,West,Social,Mobile,4.09,314.29,False,0.0
28688,2025-05-19,11079,Northeast,Email,Tablet,6.06,385.32,False,0.0
28689,2024-06-15,5627,West,Email,Desktop,5.65,258.05,False,0.0
28690,2025-02-17,3997,West,Email,Tablet,5.82,531.74,False,0.0
28691,2024-09-15,8753,West,Email,Desktop,9.16,752.84,False,0.0
28692,2025-06-28,4595,West,Direct,Tablet,3.29,289.39,False,0.0
28693,2025-02-19,8651,west  ,Referral,Mobile,4.49,42.57,False,0.0
28694,2025-01-14,6261,South,Direct,Mobile,4.13,207.14,False,0.0
28695,2024-01-30,1793,Midwest,Direct,Mobile,2.35,60.35,False,0.0
28696,2025-02-07,4601,Midwest,Paid Search,Desktop,4.22,56.39,False,0.0
28697,2024-07-10,12644,West,Referral,Tablet,2.56,747.8,False,0.0
28698,2023-03-15,4467,South,Email,Mobile,9.11,1128.92,False,0.0
28699,2025-04-27,14299,Midwest,Organic Search,Mobile,4.03,439.71,False,0.0
28700,2024-08-11,8642,Midwest,Paid Search,Desktop,9.42,376.31,False,0.0
28701,2025-05-16,11663,West,Direct,Desktop,5.53,193.06,False,0.0
28702,2024-02-26,10669,South,Referral,Desktop,3.21,68.81,False,0.0
28703,2024-04-18,12441,Northeast,Organic Search,Desktop,8.93,58.74,False,0.0
28704,2024-02-21,3851,West,Email,Mobile,10.01,876.18,False,0.0
28705,2023-12-03,3330,South,Referral,Mobile,6.46,70.02,False,0.0
28706,2024-07-29,8971,Northeast,Referral,Mobile,3.43,334.37,False,0.0
28707,2023-08-30,6020,Midwest,Paid Search,Mobile,6.63,271.43,False,0.0
28708,2024-02-13,1215,South,Email,Desktop,11.5,493.16,False,0.0
28709,2023-06-08,223,South,Social,Mobile,7.62,1207.95,False,0.0
28710,2024-09-22,5941,Northeast,Direct,Mobile,7.25,169.23,False,0.0
28711,2023-12-22,8704,West,Social,Desktop,2.6,61.43,False,0.0
28712,2023-06-17,2214,South,Organic Search,Mobile,3.77,192.65,False,0.0
28713,2024-12-25,2617,West,Paid Search,Mobile,7.09,309.99,False,0.0
28714,2024-03-16,3013,South,Display,Mobile,11.37,584.07,False,0.0
28715,2025-01-25,10993,South,Display,Mobile,5.26,298.6,False,0.0
28716,2025-05-27,8810,Northeast,Direct,Desktop,7.73,39.32,False,0.0
28717,2024-11-29,3273,Northeast,Direct,Tablet,4.84,116.95,False,0.0
28718,2025-05-18,4040,West,Organic Search,Mobile,10.34,104.66,False,0.0
28719,2023-11-29,630,South,Display,Mobile,5.93,52.5,False,0.0
28720,2023-09-21,11715,south ,Display,Desktop,7.52,471.92,False,0.0
28721,2024-12-07,2484,Midwest,Referral,Mobile,1.71,157.26,False,0.0
28722,2023-06-18,456,South,Organic Search,Desktop,13.72,427.53,False,0.0
28723,2023-10-26,5422,Northeast,Social,Mobile,5.14,192.66,False,0.0
28724,2024-07-23,6248,Midwest,Direct,Desktop,4.23,140.41,False,0.0
28725,2023-11-30,11696,Midwest,Social,Mobile,7.47,231.57,False,0.0
28726,2025-05-01,9726,Northeast,Paid Search,Desktop,0.0,301.18,False,0.0
28727,2023-03-05,5592,Midwest,Email,Desktop,0.9,1367.61,False,0.0
28728,2025-02-07,3094,South,Email,Mobile,0.0,142.6,False,0.0
28729,2023-04-30,6210,West,Referral,Tablet,7.66,409.54,False,0.0
28730,2025-03-23,6396,South,Social,Mobile,5.97,435.59,False,0.0
28731,2024-03-18,9258,South,Referral,Desktop,12.48,622.95,False,0.0
28732,2025-03-19,13432,South,Organic Search,Tablet,4.56,67.55,False,0.0
28733,2023-08-21,8662,Midwest,Email,Desktop,5.18,50.42,False,0.0
28734,2023-09-08,7117,Midwest,Organic Search,Mobile,4.29,272.02,False,0.0
28735,2023-05-06,7212,Northeast,Referral,Mobile,6.54,45.58,True,14.58
28736,2025-01-08,5483,West,Organic Search,Desktop,10.07,629.11,False,0.0
28737,2023-11-12,6488,Midwest,Organic Search,Desktop,7.85,254.43,False,0.0
28738,2024-05-23,14391,South,Social,Desktop,13.08,224.99,False,0.0
28739,2023-02-09,11359,Northeast,Direct,Mobile,7.81,96.57,False,0.0
28740,2024-09-16,6686,Midwest,Email,Desktop,5.39,48.36,False,0.0
28741,2023-03-31,10170,Northeast,Organic Search,,4.25,316.9,False,0.0
28742,2024-08-17,12393,West,Display,Mobile,2.33,98.83,False,0.0
28743,2024-01-28,4894,West,Organic Search,Mobile,8.74,313.74,False,0.0
28744,2024-08-03,635,Northeast,Email,Desktop,6.52,311.77,False,0.0
28745,2023-06-06,7817,South,Organic Search,Mobile,1.91,327.56,False,0.0
28746,2025-01-06,12634,Northeast,Email,Desktop,8.81,545.21,False,0.0
28747,2025-01-16,3763,mid-west,Paid Search,Mobile,8.47,121.77,False,0.0
28748,2024-03-24,12050,Northeast,Email,Mobile,3.53,340.41,False,0.0
28749,2024-12-07,3140,West,Email,Desktop,10.74,28.14,False,0.0
28750,2023-12-26,7944,West,Referral,Desktop,10.81,804.07,False,0.0
28751,2023-05-16,2077,Midwest,Organic Search,Mobile,2.85,18.92,False,0.0
28752,2025-03-22,12309,South,Direct,Desktop,5.76,512.94,False,0.0
28753,2024-06-30,12628,Midwest,Email,Tablet,9.97,284.31,False,0.0
28754,2024-03-20,11724,Midwest,Organic Search,Desktop,8.94,274.71,False,0.0
28755,2023-03-16,13657,Northeast,Display,Desktop,6.68,38.02,False,0.0
28756,2023-03-21,3267,South,Direct,Mobile,6.6,346.89,False,0.0
28757,2024-11-06,1162,Midwest,Email,Mobile,12.98,337.41,False,0.0
28758,2024-10-31,12916,Northeast,Referral,Desktop,5.65,556.66,False,0.0
28759,2025-01-31,8563,South,Social,Mobile,11.89,350.12,False,0.0
28760,2025-02-07,3893,Midwest,Social,Mobile,9.04,72.9,True,39.97
28761,2023-07-02,6850,West,Referral,Mobile,7.96,148.54,False,0.0
28762,2025-02-18,6960,Northeast,Referral,Desktop,12.84,2293.68,False,0.0
28763,2024-07-07,10152,Midwest,Organic Search,Desktop,5.61,61.09,False,0.0
28764,2023-01-11,12804,South,Referral,Tablet,11.02,66.67,True,40.71
28765,2024-01-06,1918,Midwest,Paid Search,Desktop,0.0,98.55,False,0.0
28766,2023-01-04,669,Midwest,Direct,Desktop,8.44,40.18,False,0.0
28767,2025-02-16,3601,Midwest,Paid Search,Mobile,7.09,106.68,False,0.0
28768,2025-01-24,11617,Midwest,Organic Search,Mobile,1.81,179.14,False,0.0
28769,2024-03-16,13956,South,Paid Search,Mobile,4.13,647.87,False,0.0
28770,2023-11-17,10840,South,Paid Search,Mobile,7.46,251.87,False,0.0
28771,2024-08-15,9913,Northeast,Email,Desktop,6.78,162.71,False,0.0
28772,2024-01-14,11715,south ,Paid Search,Desktop,7.64,114.87,False,0.0
28773,2023-08-05,4121,Midwest,Social,Mobile,0.0,36.57,False,0.0
28774,2024-07-26,6294,South,Organic Search,Mobile,6.9,193.19,False,0.0
28775,2024-12-10,1129,Northeast,Organic Search,Mobile,6.81,315.81,False,0.0
28776,2024-06-27,2232,South,Display,Mobile,6.09,237.57,False,0.0
28777,2023-06-14,6250,South,Organic Search,Desktop,5.01,1041.92,False,0.0
28778,2024-09-10,3466,West,Email,Desktop,6.84,17.72,False,0.0
28779,2024-07-27,11855,South,Organic Search,Mobile,6.41,41.7,False,0.0
28780,2023-07-21,6138,Midwest,Paid Search,Tablet,7.46,336.97,False,0.0
28781,2023-03-20,11009,West,Email,Tablet,6.09,830.67,False,0.0
28782,2025-03-11,3981,Midwest,Organic Search,Desktop,10.3,235.14,False,0.0
28783,2024-12-06,4206,Northeast,Organic Search,Desktop,7.26,126.46,False,0.0
28784,2023-11-06,1139,Northeast,Organic Search,Desktop,10.05,332.96,False,0.0
28785,2024-02-10,3643,South,Organic Search,Desktop,8.94,780.7,False,0.0
28786,2023-08-06,10306,Midwest,Direct,,4.25,160.3,False,0.0
28787,2025-04-29,9888,South,Display,Desktop,5.54,100.71,False,0.0
28788,2023-08-07,12372,West,Social,Desktop,1.78,352.47,False,0.0
28789,2023-11-23,2355,west  ,Organic Search,Desktop,9.25,186.78,False,0.0
28790,2023-08-23,14862,Northeast,Organic Search,Mobile,4.05,297.81,False,0.0
28791,2024-06-17,9895,Northeast,Social,Mobile,5.2,168.4,False,0.0
28792,2024-02-13,13278,west  ,Paid Search,Desktop,7.18,14.83,False,0.0
28793,2024-10-28,3015,Northeast,Organic Search,Mobile,4.23,366.5,False,0.0
28794,2023-04-01,3301,Midwest,Paid Search,Mobile,11.17,1108.9,False,0.0
28795,2023-02-17,4643,West,Direct,Mobile,4.15,64.86,False,0.0
28796,2024-10-05,12938,West,Paid Search,Desktop,9.29,55.34,False,0.0
28797,2024-07-25,10482,South,Referral,,9.88,189.02,False,0.0
28798,2023-06-26,2435,West,Display,Mobile,3.84,177.15,False,0.0
28799,2024-11-05,5537,South,Organic Search,Desktop,6.72,284.58,False,0.0
28800,2023-02-16,11300,West,Social,Desktop,8.44,397.0,False,0.0
28801,2024-11-15,3027,Northeast,Direct,Mobile,8.83,123.79,False,0.0
28802,2023-12-15,11005,West,Paid Search,Mobile,7.39,449.73,False,0.0
28803,2025-02-09,14039,Northeast,Direct,Tablet,3.4,598.11,False,0.0
28804,2024-04-22,10515,South,Referral,Desktop,7.31,21.48,False,0.0
28805,2024-02-02,9068,Northeast,Direct,Mobile,2.75,353.71,False,0.0
28806,2024-09-14,6103,West,Paid Search,Desktop,6.16,106.02,False,0.0
28807,2023-06-21,667,South,Organic Search,Desktop,5.32,336.54,False,0.0
28808,2023-10-11,9113,South,Display,Tablet,3.55,160.39,False,0.0
28809,2024-10-24,4244,West,Referral,Desktop,3.85,166.73,False,0.0
28810,2025-02-21,11285,Northeast,Organic Search,Mobile,10.24,132.59,False,0.0
28811,2023-08-15,6187,South,Social,Mobile,12.36,202.22,False,0.0
28812,2023-08-21,2075,West,Email,Mobile,5.87,720.74,False,0.0
28813,2023-11-20,7480,Midwest,Direct,Mobile,9.01,271.52,False,0.0
28814,2024-07-27,10572,South,Paid Search,Mobile,7.54,50.94,True,28.61
28815,2025-05-29,4603,Northeast,Paid Search,Mobile,1.54,283.9,False,0.0
28816,2024-02-14,5481,Midwest,Organic Search,Desktop,10.52,105.23,False,0.0
28817,2023-03-28,5061,South,Display,Mobile,8.57,103.25,False,0.0
28818,2023-08-19,12755,Midwest,Organic Search,Tablet,11.93,175.26,True,117.55
28819,2024-10-27,846,Northeast,Paid Search,Mobile,9.53,33.48,True,16.88
28820,2023-11-11,3905,South,Social,Mobile,7.85,132.82,False,0.0
28821,2025-03-26,9154,Midwest,Organic Search,Desktop,6.11,103.98,False,0.0
28822,2025-02-14,5471,Midwest,Social,Desktop,9.8,378.74,False,0.0
28823,2023-05-05,2005,West,Direct,Desktop,3.62,398.87,False,0.0
28824,2023-09-28,4967,West,Paid Search,Mobile,5.51,1982.55,False,0.0
28825,2023-11-19,11232,South,Display,Mobile,9.56,128.44,False,0.0
28826,2024-11-25,5631,Northeast,Paid Search,Desktop,12.08,550.97,False,0.0
28827,2024-06-30,3456,Northeast,Referral,Mobile,2.25,382.5,False,0.0
28828,2023-10-16,10129,Northeast,Organic Search,Desktop,9.84,71.22,False,0.0
28829,2024-12-29,12633,south ,Organic Search,Desktop,10.09,159.61,False,0.0
28830,2023-03-09,6702,West,Paid Search,Desktop,11.45,246.02,False,0.0
28831,2024-07-31,10993,South,Referral,Desktop,4.66,543.98,False,0.0
28832,2023-11-23,9596,South,Referral,,0.0,391.62,True,218.68
28833,2023-02-17,1182,Midwest,Organic Search,Mobile,4.0,41.32,True,20.47
28834,2023-12-21,11993,Northeast,Display,Desktop,8.22,347.68,False,0.0
28835,2024-11-29,4405,South,Referral,Desktop,11.61,335.31,False,0.0
28836,2023-11-12,6625,South,Email,Desktop,7.67,162.79,False,0.0
28837,2024-09-28,2234,Midwest,Direct,Tablet,6.46,446.48,False,0.0
28838,2023-11-17,8876,Northeast,Organic Search,Desktop,5.78,407.22,False,0.0
28839,2023-06-16,3104,South,Referral,Desktop,2.77,229.67,False,0.0
28840,2023-09-30,12379,South,Paid Search,Mobile,4.42,499.8,False,0.0
28841,2023-07-18,13359,South,Email,Desktop,4.96,59.22,False,0.0
28842,2024-11-12,12050,Northeast,Paid Search,Desktop,9.63,53.67,False,0.0
28843,2023-03-09,2139,South,Social,Mobile,12.66,1032.94,False,0.0
28844,2023-04-30,11866,West,Direct,Mobile,6.1,132.03,False,0.0
28845,2024-12-08,12151,Northeast,Display,Desktop,8.61,308.68,False,0.0
28846,2024-10-18,2476,Northeast,Referral,Mobile,6.63,489.69,False,0.0
28847,2024-09-19,3710,South,Email,Tablet,7.14,101.51,False,0.0
28848,2025-04-19,1723,Northeast,Direct,Mobile,3.77,37.67,False,0.0
28849,2024-10-16,10226,Midwest,Organic Search,Mobile,10.34,360.97,False,0.0
28850,2025-05-25,6842,South,Referral,Mobile,2.84,160.82,False,0.0
28851,2023-05-24,6292,Northeast,Organic Search,Mobile,0.0,1311.71,False,0.0
28852,2023-11-20,3455,Midwest,Direct,Desktop,8.12,171.73,False,0.0
28853,2023-10-28,14981,South,Direct,Mobile,6.48,26.53,False,0.0
28854,2023-11-13,10369,Northeast,Organic Search,Mobile,5.59,1348.0,False,0.0
28855,2024-06-26,3728,Midwest,Referral,Desktop,10.16,373.65,False,0.0
28856,2024-12-04,2203,south ,Social,Mobile,4.56,237.94,False,0.0
28857,2024-08-06,11098,South,Email,Mobile,7.59,100.84,False,0.0
28858,2024-04-21,384,South,Direct,Mobile,11.17,67.16,False,0.0
28859,2025-02-05,9051,Northeast,Paid Search,Mobile,8.5,39.35,False,0.0
28860,2025-05-18,7109,Midwest,Direct,Desktop,7.67,143.24,False,0.0
28861,2023-03-28,8753,West,Social,Mobile,9.36,748.55,False,0.0
28862,2024-07-05,12975,South,Display,Desktop,10.3,1587.13,False,0.0
28863,2023-10-06,7097,Northeast,Referral,Mobile,7.13,291.81,False,0.0
28864,2023-11-28,13459,South,Organic Search,Tablet,8.04,250.4,False,0.0
28865,2024-11-14,10517,Northeast,Paid Search,Desktop,5.85,89.61,False,0.0
28866,2023-07-29,1469,West,Email,Desktop,3.77,727.58,False,0.0
28867,2023-04-12,3732,Midwest,Direct,Desktop,10.23,39.19,False,0.0
28868,2025-02-16,9358,west  ,Paid Search,Mobile,9.33,66.29,False,0.0
28869,2023-01-27,13397,Northeast,Organic Search,Tablet,2.94,172.23,False,0.0
28870,2024-09-04,8049,South,Referral,Desktop,0.0,143.66,False,0.0
28871,2024-11-28,14346,Midwest,Direct,Desktop,5.1,196.2,False,0.0
28872,2023-11-28,10492,West,Paid Search,Mobile,10.59,38.35,False,0.0
28873,2024-02-08,5508,Northeast,Referral,Desktop,2.55,106.89,False,0.0
28874,2024-02-11,4177,Northeast,Paid Search,Desktop,9.94,101.04,False,0.0
28875,2023-12-17,2161,South,Referral,Desktop,11.21,500.81,False,0.0
28876,2023-11-18,5002,Northeast,Social,Desktop,5.44,110.16,False,0.0
28877,2024-05-12,159,Northeast,Paid Search,Desktop,10.01,101.89,False,0.0
28878,2024-09-27,13977,Northeast,Paid Search,Desktop,11.19,389.04,False,0.0
28879,2025-06-14,11478,Midwest,Paid Search,Desktop,7.71,376.75,False,0.0
28880,2024-05-20,14720,Midwest,Direct,Desktop,10.2,247.57,False,0.0
28881,2023-08-10,3239,Midwest,Referral,Mobile,7.4,331.22,False,0.0
28882,2025-02-02,9480,South,Email,Desktop,2.63,147.31,False,0.0
28883,2024-06-27,14090,South,Email,Mobile,3.54,594.06,False,0.0
28884,2023-03-06,4590,South,Direct,Desktop,4.91,56.57,False,0.0
28885,2024-09-11,265,South,Display,,4.77,75.16,False,0.0
28886,2023-08-02,3297,South,Email,Mobile,4.51,263.96,False,0.0
28887,2023-10-22,6200,Midwest,Social,Tablet,0.0,1635.5,False,0.0
28888,2023-11-29,3158,West,Organic Search,Desktop,5.73,96.67,False,0.0
28889,2024-01-06,13537,Northeast,Organic Search,Mobile,3.32,245.25,False,0.0
28890,2024-08-07,11140,Northeast,Social,Tablet,10.63,606.8,False,0.0
28891,2024-09-04,747,Midwest,Direct,Mobile,6.99,99.13,True,53.12
28892,2024-04-18,14519,South,Social,Mobile,1.71,320.54,False,0.0
28893,2024-11-10,13600,Northeast,Organic Search,Desktop,6.08,499.26,True,365.87
28894,2024-06-07,1022,South,Referral,Mobile,4.16,136.57,False,0.0
28895,2023-02-04,14646,West,Organic Search,Tablet,2.79,150.96,False,0.0
28896,2024-10-20,6952,South,Referral,Mobile,10.06,181.88,False,0.0
28897,2024-11-28,9041,South,Display,Mobile,16.53,217.41,True,181.38
28898,2024-08-17,8794,West,Email,Mobile,5.96,42.87,False,0.0
28899,2023-04-03,5906,Northeast,Display,Mobile,9.05,554.61,False,0.0
28900,2024-03-15,13191,Northeast,Organic Search,Desktop,11.8,375.36,False,0.0
28901,2024-10-31,14982,West,Organic Search,Tablet,9.43,46.95,False,0.0
28902,2025-04-05,5900,South,Social,Tablet,11.6,685.92,False,0.0
28903,2023-10-31,11480,South,Organic Search,Desktop,5.34,514.33,False,0.0
28904,2025-03-08,2626,West,Paid Search,Tablet,5.9,96.6,False,0.0
28905,2024-10-19,12803,Northeast,Organic Search,Desktop,9.46,240.34,False,0.0
28906,2023-04-23,4473,Midwest,Organic Search,Desktop,10.04,363.93,False,0.0
28907,2023-02-04,2322,South,Organic Search,Mobile,10.36,197.56,False,0.0
28908,2024-02-11,10782,South,Social,Mobile,8.83,140.07,False,0.0
28909,2024-07-19,13355,Northeast,Display,Mobile,2.21,355.72,False,0.0
28910,2024-09-11,3797,West,Referral,Desktop,8.69,132.35,False,0.0
28911,2023-02-11,9547,West,Organic Search,Desktop,9.17,106.38,False,0.0
28912,2025-05-01,4470,West,Direct,Desktop,11.96,97.82,False,0.0
28913,2023-12-12,13776,Northeast,Paid Search,Mobile,8.51,124.31,False,0.0
28914,2023-02-25,2501,West,Organic Search,Desktop,9.83,336.97,False,0.0
28915,2023-08-29,9011,West,Direct,Mobile,9.23,426.35,False,0.0
28916,2025-05-03,3913,Northeast,Organic Search,Desktop,8.66,295.36,False,0.0
28917,2025-06-27,5079,Northeast,Paid Search,Desktop,3.38,179.05,False,0.0
28918,2025-03-18,4180,South,Paid Search,Desktop,11.79,52.36,False,0.0
28919,2024-06-03,6151,South,Direct,Desktop,9.8,30.58,False,0.0
28920,2025-01-19,9119,South,Referral,Mobile,11.35,62.35,False,0.0
28921,2025-06-22,5471,Midwest,Organic Search,Mobile,11.96,179.21,False,0.0
28922,2023-06-10,14166,Midwest,Referral,Desktop,6.12,294.85,True,216.0
28923,2023-03-26,10499,South,Direct,Desktop,7.07,665.86,False,0.0
28924,2023-07-28,4969,West,Paid Search,Mobile,3.59,519.13,False,0.0
28925,2024-04-02,2987,Northeast,Organic Search,Mobile,9.24,367.97,False,0.0
28926,2025-05-06,13896,Midwest,Social,Mobile,8.73,272.37,False,0.0
28927,2024-10-01,14627,West,Organic Search,Desktop,9.17,204.59,True,49.32
28928,2024-12-31,2152,Midwest,Display,Mobile,4.42,61.62,False,0.0
28929,2023-12-02,60,West,Email,Mobile,9.21,44.73,False,0.0
28930,2025-01-09,5235,West,Direct,Desktop,6.53,176.41,True,84.29
28931,2023-09-20,10297,Northeast,Direct,Desktop,5.66,1208.61,False,0.0
28932,2025-03-07,9009,Northeast,Organic Search,Mobile,9.73,201.99,False,0.0
28933,2023-02-19,67,South,Organic Search,Desktop,6.86,179.58,False,0.0
28934,2024-01-14,10770,Northeast,Organic Search,Mobile,9.55,194.04,False,0.0
28935,2023-02-01,6078,Northeast,Display,Desktop,8.81,428.84,False,0.0
28936,2023-02-12,10092,Northeast,Referral,Desktop,4.63,491.58,False,0.0
28937,2025-02-17,12350,West,Referral,Mobile,7.67,161.61,False,0.0
28938,2024-04-20,4939,Midwest,Direct,Desktop,8.02,162.0,False,0.0
28939,2024-12-25,5395,West,Email,Desktop,4.67,82.55,False,0.0
28940,2023-11-24,3581,Midwest,Referral,Desktop,4.72,316.74,False,0.0
28941,2023-12-17,8003,Northeast,Email,Desktop,4.9,81.65,False,0.0
28942,2024-05-02,458,Midwest,Email,Mobile,8.38,84.42,False,0.0
28943,2024-05-02,1242,West,Organic Search,,8.19,1063.1,False,0.0
28944,2025-05-02,798,South,Social,Tablet,0.0,70.46,False,0.0
28945,2024-06-20,1058,West,Email,Desktop,7.19,55.63,False,0.0
